Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2NL06	A0A1D2NL06	A0A1D2NL06_ORCCI	long-chain-fatty-acid--CoA ligase	NA	Orchesella cincta	GO:0005789;GO:0005886;GO:0005324;GO:0004467;GO:0044539	C:endoplasmic reticulum membrane;C:plasma membrane;F:long-chain fatty acid transmembrane transporter activity;F:long-chain fatty acid-CoA ligase activity;P:long-chain fatty acid import into cell	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2M5Q3	A0A1D2M5Q3	A0A1D2M5Q3_ORCCI	Acyl-CoA Delta(11) desaturase	NA	Orchesella cincta	GO:0005789;GO:0005506;GO:0004768;GO:0006636	C:endoplasmic reticulum membrane;F:iron ion binding;F:stearoyl-CoA 9-desaturase activity;P:unsaturated fatty acid biosynthetic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MYS0	A0A1D2MYS0	A0A1D2MYS0_ORCCI	Diacylglycerol O-acyltransferase	NA	Orchesella cincta	GO:0005886;GO:0008374;GO:0019432	C:plasma membrane;F:O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2M491	A0A1D2M491	A0A1D2M491_ORCCI	RNA-directed DNA polymerase	NA	Orchesella cincta	GO:0042575;GO:0004519;GO:0003676;GO:0003964;GO:0008270;GO:0015074	C:DNA polymerase complex;F:endonuclease activity;F:nucleic acid binding;F:RNA-directed DNA polymerase activity;F:zinc ion binding;P:DNA integration	IEA:UniProtKB-ARBA;IEA:UniProtKB-KW;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MYS0	A0A1D2MYS0	A0A1D2MYS0_ORCCI	Diacylglycerol O-acyltransferase	NA	Orchesella cincta	GO:0005886;GO:0008374;GO:0019432	C:plasma membrane;F:O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N6P3	A0A1D2N6P3	A0A1D2N6P3_ORCCI	Alpha-tocopherol transfer protein-like	NA	Orchesella cincta	GO:0016020;GO:1902936	C:membrane;F:phosphatidylinositol bisphosphate binding	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2NBE2	A0A1D2NBE2	A0A1D2NBE2_ORCCI	DNA repair protein	NA	Orchesella cincta	GO:0005737;GO:0000111;GO:0071942;GO:0003684;GO:0003697;GO:0006298;GO:0006289	C:cytoplasm;C:nucleotide-excision repair factor 2 complex;C:XPC complex;F:damaged DNA binding;F:single-stranded DNA binding;P:mismatch repair;P:nucleotide-excision repair	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NB35	A0A1D2NB35	A0A1D2NB35_ORCCI	Muscle LIM protein Mlp84B	NA	Orchesella cincta	GO:0005634;GO:0030018;GO:0042805;GO:0046872;GO:0008307;GO:0060537;GO:0045214	C:nucleus;C:Z disc;F:actinin binding;F:metal ion binding;F:structural constituent of muscle;P:muscle tissue development;P:sarcomere organization	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NH92	A0A1D2NH92	A0A1D2NH92_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MRQ2	A0A1D2MRQ2	A0A1D2MRQ2_ORCCI	Putative zinc finger protein	NA	Orchesella cincta	GO:0005634;GO:0008270;GO:0010468	C:nucleus;F:zinc ion binding;P:regulation of gene expression	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MRJ2	A0A1D2MRJ2	A0A1D2MRJ2_ORCCI	Spondin-1	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NGK9	A0A1D2NGK9	A0A1D2NGK9_ORCCI	Protein aubergine	NA	Orchesella cincta	GO:0003723;GO:0034587	F:RNA binding;P:piRNA processing	IEA:InterPro;IEA:UniProtKB-ARBA	Success
A0A1D2NMS6	A0A1D2NMS6	A0A1D2NMS6_ORCCI	RNA-binding protein Musashi Rbp6	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N913	A0A1D2N913	A0A1D2N913_ORCCI	GAS2-like protein 1	NA	Orchesella cincta	GO:0005884;GO:0005737;GO:0035371;GO:0001725;GO:0051015;GO:0008093;GO:0008017;GO:0051764;GO:0001578;GO:1904825;GO:0031110	C:actin filament;C:cytoplasm;C:microtubule plus-end;C:stress fiber;F:actin filament binding;F:cytoskeletal anchor activity;F:microtubule binding;P:actin crosslink formation;P:microtubule bundle formation;P:protein localization to microtubule plus-end;P:regulation of microtubule polymerization or depolymerization	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N930	A0A1D2N930	A0A1D2N930_ORCCI	Golgi SNAP receptor complex member 1	NA	Orchesella cincta	GO:0005801;GO:0005797;GO:0000139;GO:0031201;GO:0005484;GO:0006888;GO:0048219;GO:0015031;GO:0006906	C:cis-Golgi network;C:Golgi medial cisterna;C:Golgi membrane;C:SNARE complex;F:SNAP receptor activity;P:endoplasmic reticulum to Golgi vesicle-mediated transport;P:inter-Golgi cisterna vesicle-mediated transport;P:protein transport;P:vesicle fusion	IEA:InterPro;IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2NMK0	A0A1D2NMK0	A0A1D2NMK0_ORCCI	Fucosyltransferase	NA	Orchesella cincta	GO:0032580;GO:0008417;GO:0036065;GO:0006486	C:Golgi cisterna membrane;F:fucosyltransferase activity;P:fucosylation;P:protein glycosylation	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-ARBA;IEA:UniProtKB-UniPathway	Success
A0A1D2NML3	A0A1D2NML3	A0A1D2NML3_ORCCI	Ecdysone 20-monooxygenase	NA	Orchesella cincta	GO:0016020;GO:0020037;GO:0005506;GO:0004497;GO:0016705	C:membrane;F:heme binding;F:iron ion binding;F:monooxygenase activity;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NMI8	A0A1D2NMI8	A0A1D2NMI8_ORCCI	NEDD4-binding protein 2-like 1	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NNI9	A0A1D2NNI9	A0A1D2NNI9_ORCCI	ADP-ribosylation factor GTPase-activating protein 2	NA	Orchesella cincta	GO:0000139;GO:0005096;GO:0008270;GO:0048205	C:Golgi membrane;F:GTPase activator activity;F:zinc ion binding;P:COPI coating of Golgi vesicle	IEA:GOC;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2NMJ8	A0A1D2NMJ8	A0A1D2NMJ8_ORCCI	Glutaredoxin domain-containing protein	NA	Orchesella cincta	GO:0007605	P:sensory perception of sound	IEA:InterPro	Success
A0A1D2NMJ1	A0A1D2NMJ1	A0A1D2NMJ1_ORCCI	Guanylate cyclase soluble subunit beta-1	NA	Orchesella cincta	GO:0008074;GO:0005525;GO:0004383;GO:0020037;GO:0019934;GO:0070482	C:guanylate cyclase complex, soluble;F:GTP binding;F:guanylate cyclase activity;F:heme binding;P:cGMP-mediated signaling;P:response to oxygen levels	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-EC;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NN35	A0A1D2NN35	A0A1D2NN35_ORCCI	Chromatin modification-related protein YNG2	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2NNH3	A0A1D2NNH3	A0A1D2NNH3_ORCCI	N-acetylglucosaminylphosphatidylinositol deacetylase	NA	Orchesella cincta	GO:0005783;GO:0016020;GO:0000225;GO:0006506	C:endoplasmic reticulum;C:membrane;F:N-acetylglucosaminylphosphatidylinositol deacetylase activity;P:GPI anchor biosynthetic process	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-EC;IEA:UniProtKB-UniPathway	Success
A0A1D2NMJ6	A0A1D2NMJ6	A0A1D2NMJ6_ORCCI	Citrate transport protein	NA	Orchesella cincta	GO:0031966;GO:0071913;GO:0006843	C:mitochondrial membrane;F:citrate secondary active transmembrane transporter activity;P:mitochondrial citrate transmembrane transport	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MX84	A0A1D2MX84	A0A1D2MX84_ORCCI	DUF4806 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MI28	A0A1D2MI28	A0A1D2MI28_ORCCI	Protein DGCR14	NA	Orchesella cincta	GO:0071013	C:catalytic step 2 spliceosome	IEA:TreeGrafter	Success
A0A1D2NFW9	A0A1D2NFW9	A0A1D2NFW9_ORCCI	CUB domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NG11	A0A1D2NG11	A0A1D2NG11_ORCCI	BLOC-1-related complex subunit 5	NA	Orchesella cincta	GO:0099078;GO:0098574;GO:0030672;GO:0032418;GO:0072384;GO:1903744	C:BORC complex;C:cytoplasmic side of lysosomal membrane;C:synaptic vesicle membrane;P:lysosome localization;P:organelle transport along microtubule;P:positive regulation of anterograde synaptic vesicle transport	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NFX9	A0A1D2NFX9	A0A1D2NFX9_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NG21	A0A1D2NG21	A0A1D2NG21_ORCCI	Extracellular serine/threonine protein kinase four-jointed	NA	Orchesella cincta	GO:0005615;GO:0016020;GO:0004674;GO:0007267	C:extracellular space;C:membrane;F:protein serine/threonine kinase activity;P:cell-cell signaling	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MHN0	A0A1D2MHN0	A0A1D2MHN0_ORCCI	Gastrin/cholecystokinin type B receptor	NA	Orchesella cincta	GO:0005886;GO:0015054;GO:0008188	C:plasma membrane;F:gastrin receptor activity;F:neuropeptide receptor activity	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2M1I2	A0A1D2M1I2	A0A1D2M1I2_ORCCI	Putative RNA-directed DNA polymerase from transposon X-element	NA	Orchesella cincta	GO:0003964	F:RNA-directed DNA polymerase activity	IEA:UniProtKB-KW	Success
A0A1D2MHS5	A0A1D2MHS5	A0A1D2MHS5_ORCCI	Cholecystokinin receptor type A	NA	Orchesella cincta	GO:0005886;GO:0008188	C:plasma membrane;F:neuropeptide receptor activity	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MSQ6	A0A1D2MSQ6	A0A1D2MSQ6_ORCCI	Bestrophin-2	NA	Orchesella cincta	GO:0016020;GO:0005254	C:membrane;F:chloride channel activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2MT49	A0A1D2MT49	A0A1D2MT49_ORCCI	Torso-like protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MPQ2	A0A1D2MPQ2	A0A1D2MPQ2_ORCCI	Carbonic anhydrase	NA	Orchesella cincta	GO:0004089;GO:0008270	F:carbonate dehydratase activity;F:zinc ion binding	IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule	Success
A0A1D2MWD8	A0A1D2MWD8	A0A1D2MWD8_ORCCI	Zinc transporter 1	NA	Orchesella cincta	GO:0016020;GO:0005385;GO:0010312;GO:0006882	C:membrane;F:zinc ion transmembrane transporter activity;P:detoxification of zinc ion;P:intracellular zinc ion homeostasis	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MZ16	A0A1D2MZ16	A0A1D2MZ16_ORCCI	Suppression of tumorigenicity 5 protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MWD1	A0A1D2MWD1	A0A1D2MWD1_ORCCI	CCR4-NOT transcription complex subunit 3	NA	Orchesella cincta	GO:0030015;GO:0005737;GO:0005634;GO:0006355;GO:2000036	C:CCR4-NOT core complex;C:cytoplasm;C:nucleus;P:regulation of DNA-templated transcription;P:regulation of stem cell population maintenance	IEA:InterPro;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-ARBA	Success
A0A1D2NIC2	A0A1D2NIC2	A0A1D2NIC2_ORCCI	Methyltransferase-like protein 17, mitochondrial	NA	Orchesella cincta	GO:0005763;GO:0051536;GO:0046872;GO:0008168;GO:0003735;GO:0032259;GO:0006412	C:mitochondrial small ribosomal subunit;F:iron-sulfur cluster binding;F:metal ion binding;F:methyltransferase activity;F:structural constituent of ribosome;P:methylation;P:translation	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NIC2	A0A1D2NIC2	A0A1D2NIC2_ORCCI	Methyltransferase-like protein 17, mitochondrial	NA	Orchesella cincta	GO:0005763;GO:0051536;GO:0046872;GO:0008168;GO:0003735;GO:0032259;GO:0006412	C:mitochondrial small ribosomal subunit;F:iron-sulfur cluster binding;F:metal ion binding;F:methyltransferase activity;F:structural constituent of ribosome;P:methylation;P:translation	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MI17	A0A1D2MI17	A0A1D2MI17_ORCCI	F-box domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MZ48	A0A1D2MZ48	A0A1D2MZ48_ORCCI	Homeobox protein CHOX-CAD	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000977;GO:0009887;GO:0009948;GO:0030154	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II transcription regulatory region sequence-specific DNA binding;P:animal organ morphogenesis;P:anterior/posterior axis specification;P:cell differentiation	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MZ07	A0A1D2MZ07	A0A1D2MZ07_ORCCI	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	NA	Orchesella cincta	GO:0005777;GO:0051997;GO:0000255;GO:0006144;GO:0019628	C:peroxisome;F:2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity;P:allantoin metabolic process;P:purine nucleobase metabolic process;P:urate catabolic process	IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-UniPathway	Success
A0A1D2MZ01	A0A1D2MZ01	A0A1D2MZ01_ORCCI	receptor protein-tyrosine kinase	NA	Orchesella cincta	GO:0005886;GO:0043235;GO:0005524;GO:0046872;GO:0004714;GO:0007169	C:plasma membrane;C:receptor complex;F:ATP binding;F:metal ion binding;F:transmembrane receptor protein tyrosine kinase activity;P:cell surface receptor protein tyrosine kinase signaling pathway	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro	Success
A0A1D2MZN6	A0A1D2MZN6	A0A1D2MZN6_ORCCI	Pancreatic lipase-related protein 2	NA	Orchesella cincta	GO:0005615;GO:0016298;GO:0016042	C:extracellular space;F:lipase activity;P:lipid catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MZ61	A0A1D2MZ61	A0A1D2MZ61_ORCCI	Lateral signaling target protein 2 homolog	NA	Orchesella cincta	GO:0031901;GO:0008270	C:early endosome membrane;F:zinc ion binding	IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MKU2	A0A1D2MKU2	A0A1D2MKU2_ORCCI	Pro-corazonin	NA	Orchesella cincta	GO:0005576;GO:0071858;GO:0007218;GO:0045823	C:extracellular region;F:corazonin receptor binding;P:neuropeptide signaling pathway;P:positive regulation of heart contraction	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MEJ4	A0A1D2MEJ4	A0A1D2MEJ4_ORCCI	Superoxide dismutase [Cu-Zn]	NA	Orchesella cincta	GO:0046872;GO:0006801	F:metal ion binding;P:superoxide metabolic process	IEA:InterPro;IEA:InterPro	Success
A0A1D2MF01	A0A1D2MF01	A0A1D2MF01_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M4Y9	A0A1D2M4Y9	A0A1D2M4Y9_ORCCI	Heat shock 70 kDa protein cognate 4	NA	Orchesella cincta	GO:0005524;GO:0140662	F:ATP binding;F:ATP-dependent protein folding chaperone	IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MEW3	A0A1D2MEW3	A0A1D2MEW3_ORCCI	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	NA	Orchesella cincta	GO:0000139;GO:0005795;GO:0008455;GO:0046872;GO:0009312;GO:0006487	C:Golgi membrane;C:Golgi stack;F:alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity;F:metal ion binding;P:oligosaccharide biosynthetic process;P:protein N-linked glycosylation	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-EC;IEA:UniProtKB-KW;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2M2A0	A0A1D2M2A0	A0A1D2M2A0_ORCCI	Major facilitator superfamily domain-containing protein 6	NA	Orchesella cincta	GO:0016020;GO:0022857	C:membrane;F:transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2NI83	A0A1D2NI83	A0A1D2NI83_ORCCI	DBH-like monooxygenase protein 1	NA	Orchesella cincta	GO:0005507;GO:0004500	F:copper ion binding;F:dopamine beta-monooxygenase activity	IEA:InterPro;IEA:InterPro	Success
A0A1D2M9D1	A0A1D2M9D1	A0A1D2M9D1_ORCCI	SURF1-like protein	NA	Orchesella cincta	GO:0005743;GO:0033617	C:mitochondrial inner membrane;P:mitochondrial cytochrome c oxidase assembly	IEA:UniProtKB-SubCell;IEA:TreeGrafter	Success
A0A1D2NI58	A0A1D2NI58	A0A1D2NI58_ORCCI	Putative G-protein coupled receptor 83	NA	Orchesella cincta	GO:0016020;GO:0004930	C:membrane;F:G protein-coupled receptor activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2NIB6	A0A1D2NIB6	A0A1D2NIB6_ORCCI	Cytochrome P450 18a1	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0016020;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;C:membrane;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NI54	A0A1D2NI54	A0A1D2NI54_ORCCI	Metalloendopeptidase	NA	Orchesella cincta	GO:0004222;GO:0008270;GO:0006508	F:metalloendopeptidase activity;F:zinc ion binding;P:proteolysis	IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW	Success
A0A1D2NIZ9	A0A1D2NIZ9	A0A1D2NIZ9_ORCCI	Glycolipid transfer protein	NA	Orchesella cincta	GO:0005829;GO:0016020;GO:1902387;GO:1902388	C:cytosol;C:membrane;F:ceramide 1-phosphate binding;F:ceramide 1-phosphate transfer activity	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NIJ9	A0A1D2NIJ9	A0A1D2NIJ9_ORCCI	Cytochrome P450 18a1	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NI85	A0A1D2NI85	A0A1D2NI85_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N878	A0A1D2N878	A0A1D2N878_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MRX5	A0A1D2MRX5	A0A1D2MRX5_ORCCI	Guanylate cyclase	NA	Orchesella cincta	GO:0005886;GO:0004016;GO:0005524;GO:0004383;GO:0001653;GO:0004672;GO:0035556;GO:0007168	C:plasma membrane;F:adenylate cyclase activity;F:ATP binding;F:guanylate cyclase activity;F:peptide receptor activity;F:protein kinase activity;P:intracellular signal transduction;P:receptor guanylyl cyclase signaling pathway	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MRZ4	A0A1D2MRZ4	A0A1D2MRZ4_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MRE8	A0A1D2MRE8	A0A1D2MRE8_ORCCI	Post-GPI attachment to proteins factor 2	NA	Orchesella cincta	GO:0005789;GO:0000139;GO:0006506	C:endoplasmic reticulum membrane;C:Golgi membrane;P:GPI anchor biosynthetic process	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2MRL1	A0A1D2MRL1	A0A1D2MRL1_ORCCI	Protein PAT1 1	NA	Orchesella cincta	GO:0000932;GO:0003723;GO:0000290;GO:0033962	C:P-body;F:RNA binding;P:deadenylation-dependent decapping of nuclear-transcribed mRNA;P:P-body assembly	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MSB0	A0A1D2MSB0	A0A1D2MSB0_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2NKI2	A0A1D2NKI2	A0A1D2NKI2_ORCCI	Protein piccolo	NA	Orchesella cincta	GO:0030424;GO:0048788;GO:0098982;GO:0098978;GO:0098882;GO:1904071;GO:0035418	C:axon;C:cytoskeleton of presynaptic active zone;C:GABA-ergic synapse;C:glutamatergic synapse;F:structural constituent of presynaptic active zone;P:presynaptic active zone assembly;P:protein localization to synapse	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NKJ3	A0A1D2NKJ3	A0A1D2NKJ3_ORCCI	Acyltransferase	NA	Orchesella cincta	GO:0005789;GO:0004144;GO:0019432	C:endoplasmic reticulum membrane;F:diacylglycerol O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NK49	A0A1D2NK49	A0A1D2NK49_ORCCI	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	NA	Orchesella cincta	GO:0016020;GO:0047390	C:membrane;F:glycerophosphocholine cholinephosphodiesterase activity	IEA:UniProtKB-KW;IEA:UniProtKB-EC	Success
A0A1D2NK97	A0A1D2NK97	A0A1D2NK97_ORCCI	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NA	Orchesella cincta	GO:0016324;GO:0043495;GO:0072659	C:apical plasma membrane;F:protein-membrane adaptor activity;P:protein localization to plasma membrane	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NK97	A0A1D2NK97	A0A1D2NK97_ORCCI	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NA	Orchesella cincta	GO:0016324;GO:0043495;GO:0072659	C:apical plasma membrane;F:protein-membrane adaptor activity;P:protein localization to plasma membrane	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N892	A0A1D2N892	A0A1D2N892_ORCCI	Phosphoinositide phospholipase C	NA	Orchesella cincta	GO:0004435;GO:0007186;GO:0016042;GO:0046488;GO:0048015;GO:0007265;GO:0051209	F:phosphatidylinositol-4,5-bisphosphate phospholipase C activity;P:G protein-coupled receptor signaling pathway;P:lipid catabolic process;P:phosphatidylinositol metabolic process;P:phosphatidylinositol-mediated signaling;P:Ras protein signal transduction;P:release of sequestered calcium ion into cytosol	IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
